2018-07-17 10:01:02,821 - INFO - test
2018-07-17 10:01:22,826 - INFO - test
2018-07-17 10:01:42,828 - INFO - test
2018-07-17 10:02:02,831 - INFO - test
2018-07-17 10:02:22,832 - INFO - test
2018-07-17 10:02:42,838 - INFO - test
2018-07-17 10:03:02,842 - INFO - test
2018-07-17 10:03:22,848 - INFO - test
2018-07-17 10:03:42,856 - INFO - test
2018-07-17 10:04:02,859 - INFO - test
2018-07-17 10:04:22,880 - INFO - test
2018-07-17 10:04:42,896 - INFO - test
2018-07-17 10:05:02,905 - INFO - test
2018-07-17 10:05:22,907 - INFO - test
2018-07-17 10:05:42,910 - INFO - test
2018-07-17 10:06:02,914 - INFO - test
2018-07-17 10:06:22,920 - INFO - test
2018-07-17 10:06:42,924 - INFO - test
2018-07-17 10:07:02,926 - INFO - test
2018-07-17 10:07:22,930 - INFO - test
2018-07-17 10:07:42,930 - INFO - test
2018-07-17 10:08:02,935 - INFO - test
2018-07-17 10:08:22,939 - INFO - test
2018-07-17 10:08:42,944 - INFO - test
2018-07-17 10:09:02,945 - INFO - test
2018-07-17 10:09:22,951 - INFO - test
2018-07-17 10:09:42,952 - INFO - test
2018-07-17 10:10:02,956 - INFO - test
2018-07-17 10:10:22,961 - INFO - test
2018-07-17 10:10:42,962 - INFO - test
2018-07-17 10:11:02,966 - INFO - test
2018-07-17 10:11:22,967 - INFO - test
2018-07-17 10:11:42,969 - INFO - test
2018-07-17 10:12:02,974 - INFO - test
2018-07-17 10:12:22,977 - INFO - test
2018-07-17 10:12:42,982 - INFO - test
2018-07-17 10:13:02,986 - INFO - test
2018-07-17 10:13:22,990 - INFO - test
2018-07-17 10:13:42,993 - INFO - test
2018-07-17 10:14:02,996 - INFO - test
2018-07-17 10:14:22,997 - INFO - test
2018-07-17 10:14:43,000 - INFO - test
2018-07-17 10:15:03,005 - INFO - test
2018-07-17 10:15:23,010 - INFO - test
2018-07-17 10:15:43,013 - INFO - test
2018-07-17 10:16:03,018 - INFO - test
2018-07-17 10:16:23,022 - INFO - test
2018-07-17 10:16:43,023 - INFO - test
2018-07-17 10:17:03,025 - INFO - test
2018-07-17 10:17:23,027 - INFO - test
2018-07-17 10:17:43,028 - INFO - test
2018-07-17 10:18:03,032 - INFO - test
2018-07-17 10:18:23,034 - INFO - test
2018-07-17 10:18:43,039 - INFO - test
2018-07-17 10:19:03,041 - INFO - test
2018-07-17 10:19:23,051 - INFO - test
2018-07-17 10:19:43,058 - INFO - test
2018-07-17 10:20:03,063 - INFO - test
2018-07-17 10:20:23,066 - INFO - test
2018-07-17 10:20:43,071 - INFO - test
2018-07-17 10:21:03,077 - INFO - test
2018-07-17 10:21:23,081 - INFO - test
2018-07-17 10:21:43,086 - INFO - test
2018-07-17 10:22:03,086 - INFO - test
2018-07-17 10:22:23,091 - INFO - test
2018-07-17 10:22:43,096 - INFO - test
2018-07-17 10:23:03,099 - INFO - test
2018-07-17 10:23:23,102 - INFO - test
2018-07-17 10:23:43,108 - INFO - test
2018-07-17 10:24:03,114 - INFO - test
2018-07-17 10:24:23,114 - INFO - test
2018-07-17 10:24:43,116 - INFO - test
2018-07-17 10:25:03,119 - INFO - test
2018-07-17 10:25:23,121 - INFO - test
2018-07-17 10:25:43,126 - INFO - test
2018-07-17 10:26:03,131 - INFO - test
2018-07-17 10:26:23,133 - INFO - test
2018-07-17 10:26:43,139 - INFO - test
2018-07-17 10:27:03,140 - INFO - test
2018-07-17 10:27:23,145 - INFO - test
2018-07-17 10:27:43,148 - INFO - test
2018-07-17 10:28:03,150 - INFO - test
2018-07-17 10:28:23,151 - INFO - test
2018-07-17 10:28:43,156 - INFO - test
2018-07-17 10:29:03,160 - INFO - test
2018-07-17 10:29:23,162 - INFO - test
2018-07-17 10:29:43,168 - INFO - test
2018-07-17 10:30:03,172 - INFO - test
2018-07-17 10:30:23,175 - INFO - test
2018-07-17 10:30:43,181 - INFO - test
2018-07-17 10:31:03,186 - INFO - test
2018-07-17 10:31:23,186 - INFO - test
2018-07-17 10:31:43,188 - INFO - test
2018-07-17 10:32:03,190 - INFO - test
2018-07-17 10:32:23,192 - INFO - test
2018-07-17 10:32:43,197 - INFO - test
2018-07-17 10:33:03,202 - INFO - test
2018-07-17 10:33:23,207 - INFO - test
2018-07-17 10:33:43,212 - INFO - test
2018-07-17 10:34:03,215 - INFO - test
2018-07-17 10:34:23,222 - INFO - test
2018-07-17 10:34:43,235 - INFO - test
2018-07-17 10:35:03,243 - INFO - test
2018-07-17 10:35:23,247 - INFO - test
2018-07-17 10:35:43,251 - INFO - test
2018-07-17 10:36:03,254 - INFO - test
2018-07-17 10:36:23,258 - INFO - test
2018-07-17 10:36:43,263 - INFO - test
2018-07-17 10:37:03,265 - INFO - test
2018-07-17 10:37:23,268 - INFO - test
2018-07-17 10:37:43,273 - INFO - test
2018-07-17 10:38:03,277 - INFO - test
2018-07-17 10:38:23,281 - INFO - test
2018-07-17 10:38:43,286 - INFO - test
2018-07-17 10:39:03,291 - INFO - test
2018-07-17 10:39:23,296 - INFO - test
2018-07-17 10:39:43,301 - INFO - test
2018-07-17 10:40:03,307 - INFO - test
2018-07-17 10:40:23,311 - INFO - test
2018-07-17 10:40:43,321 - INFO - test
2018-07-17 10:41:03,326 - INFO - test
2018-07-17 10:41:23,330 - INFO - test
2018-07-17 10:41:43,334 - INFO - test
2018-07-17 10:42:03,336 - INFO - test
2018-07-17 10:42:23,342 - INFO - test
2018-07-17 10:42:43,346 - INFO - test
2018-07-17 10:43:03,352 - INFO - test
2018-07-17 10:43:23,359 - INFO - test
2018-07-17 10:43:43,365 - INFO - test
2018-07-17 10:44:03,370 - INFO - test
2018-07-17 10:44:23,376 - INFO - test
2018-07-17 10:44:43,377 - INFO - test
2018-07-17 10:45:03,381 - INFO - test
2018-07-17 10:45:23,386 - INFO - test
2018-07-17 10:45:43,390 - INFO - test
2018-07-17 10:46:03,392 - INFO - test
2018-07-17 10:46:23,398 - INFO - test
2018-07-17 10:46:43,401 - INFO - test
2018-07-17 10:47:03,406 - INFO - test
2018-07-17 10:47:23,410 - INFO - test
2018-07-17 10:47:43,416 - INFO - test
2018-07-17 10:48:03,422 - INFO - test
2018-07-17 10:48:23,424 - INFO - test
2018-07-17 10:48:43,426 - INFO - test
2018-07-17 10:49:03,431 - INFO - test
2018-07-17 10:49:23,443 - INFO - test
2018-07-17 10:49:43,453 - INFO - test
2018-07-17 10:50:03,460 - INFO - test
2018-07-17 10:50:23,466 - INFO - test
2018-07-17 10:50:43,472 - INFO - test
2018-07-17 10:51:03,477 - INFO - test
2018-07-17 10:51:23,481 - INFO - test
2018-07-17 10:51:43,486 - INFO - test
2018-07-17 10:52:03,491 - INFO - test
2018-07-17 10:52:23,496 - INFO - test
2018-07-17 10:52:43,502 - INFO - test
2018-07-17 10:53:03,505 - INFO - test
2018-07-17 10:53:23,510 - INFO - test
2018-07-17 10:53:43,514 - INFO - test
2018-07-17 10:54:03,520 - INFO - test
2018-07-17 10:54:23,525 - INFO - test
2018-07-17 10:54:43,530 - INFO - test
2018-07-17 10:55:03,537 - INFO - test
2018-07-17 10:55:23,542 - INFO - test
2018-07-17 10:55:43,547 - INFO - test
